model,target_variable,location,weight
epiforecasts-EpiExpert,inc case,AT,0.04333011910538835
epiforecasts-EpiExpert,inc death,AT,0.0663315521512779
epiforecasts-EpiExpert,inc case,BE,0.0952870237911425
epiforecasts-EpiExpert,inc death,BE,0.14011636251819476
epiforecasts-EpiExpert,inc case,BG,0.5195627834759148
epiforecasts-EpiExpert,inc death,BG,0.13564617865567483
epiforecasts-EpiExpert,inc case,CH,0.11406293966750408
epiforecasts-EpiExpert,inc death,CH,0.0802561259481384
epiforecasts-EpiExpert,inc case,CZ,0.09666966389870289
epiforecasts-EpiExpert,inc death,CZ,0.11097551263070911
epiforecasts-EpiExpert,inc case,DE,0.09744885283504742
epiforecasts-EpiExpert,inc death,DE,0.08657142699311607
epiforecasts-EpiExpert,inc case,ES,0.16087198244856818
epiforecasts-EpiExpert,inc case,FR,0.066978341097884
epiforecasts-EpiExpert,inc death,FR,0.07697628354097387
epiforecasts-EpiExpert,inc case,GB,0.11639928627537399
epiforecasts-EpiExpert,inc death,GB,0.17633276978027285
epiforecasts-EpiExpert,inc case,GR,0.05441947355017598
epiforecasts-EpiExpert,inc case,HR,0.1383263597876563
epiforecasts-EpiExpert,inc death,HR,0.17677951644237672
epiforecasts-EpiExpert,inc case,HU,0.0703641782092324
epiforecasts-EpiExpert,inc death,HU,0.13594371003821742
epiforecasts-EpiExpert,inc case,IT,0.15010225665509427
epiforecasts-EpiExpert,inc death,IT,0.09016139352570705
epiforecasts-EpiExpert,inc case,LV,0.06647834113420582
epiforecasts-EpiExpert,inc case,NL,0.0616816620145166
epiforecasts-EpiExpert,inc death,NL,0.1688032531006826
epiforecasts-EpiExpert,inc case,Overall,0.07125399377630542
epiforecasts-EpiExpert,inc death,Overall,0.14676287224677353
epiforecasts-EpiExpert,inc case,PL,0.042790023254353104
epiforecasts-EpiExpert,inc death,PL,0.07268615103358562
epiforecasts-EpiExpert,inc case,PT,0.1270548337006769
epiforecasts-EpiExpert,inc death,PT,0.20583797248870764
epiforecasts-EpiExpert,inc case,SE,0.12242037740813277
epiforecasts-EpiExpert,inc death,SE,0.09793519412456834
epiforecasts-EpiExpert,inc case,SK,0.10550490106944076
epiforecasts-EpiExpert,inc death,SK,0.15239392208572153
epiforecasts-EpiNow2,inc case,AT,0.05391141694967827
epiforecasts-EpiNow2,inc death,AT,0.08085871026705363
epiforecasts-EpiNow2,inc case,BE,0.12676450100764847
epiforecasts-EpiNow2,inc death,BE,0.08967447201164463
epiforecasts-EpiNow2,inc case,BG,0.07697226421865404
epiforecasts-EpiNow2,inc death,BG,0.1114900098539793
epiforecasts-EpiNow2,inc case,CH,0.04014281436262084
epiforecasts-EpiNow2,inc death,CH,0.02490282249082021
epiforecasts-EpiNow2,inc case,CY,0.10873598184640343
epiforecasts-EpiNow2,inc death,CY,0.1607184051341862
epiforecasts-EpiNow2,inc case,CZ,0.10727214316501224
epiforecasts-EpiNow2,inc death,CZ,0.09374329017252447
epiforecasts-EpiNow2,inc case,DE,0.06904270949851539
epiforecasts-EpiNow2,inc death,DE,0.04987654230056071
epiforecasts-EpiNow2,inc case,DK,0.06617532676789493
epiforecasts-EpiNow2,inc death,DK,0.07134793684438201
epiforecasts-EpiNow2,inc case,EE,0.12116255878908902
epiforecasts-EpiNow2,inc death,EE,0.15266469156054516
epiforecasts-EpiNow2,inc case,ES,0.11839300922961066
epiforecasts-EpiNow2,inc death,ES,0.09623840623199538
epiforecasts-EpiNow2,inc case,FI,0.08367769823634409
epiforecasts-EpiNow2,inc death,FI,0.08689969158319982
epiforecasts-EpiNow2,inc case,FR,0.11767623254724183
epiforecasts-EpiNow2,inc death,FR,0.06932799895837709
epiforecasts-EpiNow2,inc case,GB,0.11692125616898554
epiforecasts-EpiNow2,inc death,GB,0.10761485214531358
epiforecasts-EpiNow2,inc case,GR,0.059125051791148284
epiforecasts-EpiNow2,inc death,GR,0.04726653572406699
epiforecasts-EpiNow2,inc case,HR,0.1592848991494224
epiforecasts-EpiNow2,inc death,HR,0.1616269864616016
epiforecasts-EpiNow2,inc case,HU,0.18631641553993933
epiforecasts-EpiNow2,inc death,HU,0.1381015467054907
epiforecasts-EpiNow2,inc case,IE,0.1050106837633531
epiforecasts-EpiNow2,inc death,IE,0.08384237007783331
epiforecasts-EpiNow2,inc case,IS,0.048659899441378045
epiforecasts-EpiNow2,inc death,IS,NA
epiforecasts-EpiNow2,inc case,IT,0.10365227465294477
epiforecasts-EpiNow2,inc death,IT,0.10637747149795652
epiforecasts-EpiNow2,inc case,LI,0.09990574837070597
epiforecasts-EpiNow2,inc case,LT,0.10884340924037023
epiforecasts-EpiNow2,inc death,LT,0.08987609794609284
epiforecasts-EpiNow2,inc case,LU,0.04349066344348602
epiforecasts-EpiNow2,inc death,LU,0.09109302684219472
epiforecasts-EpiNow2,inc case,LV,0.18235672345094253
epiforecasts-EpiNow2,inc death,LV,0.15205840722841604
epiforecasts-EpiNow2,inc case,MT,0.07415880151906426
epiforecasts-EpiNow2,inc death,MT,0.004130306317406624
epiforecasts-EpiNow2,inc case,NL,0.07108023642731247
epiforecasts-EpiNow2,inc death,NL,0.03635499788720464
epiforecasts-EpiNow2,inc case,NO,0.1051802912616042
epiforecasts-EpiNow2,inc death,NO,0.11286210530643936
epiforecasts-EpiNow2,inc case,Overall,0.10474085304220164
epiforecasts-EpiNow2,inc death,Overall,0.08171412667219624
epiforecasts-EpiNow2,inc case,PL,0.1356534779765662
epiforecasts-EpiNow2,inc death,PL,0.08983681588420696
epiforecasts-EpiNow2,inc case,PT,0.11293762995615729
epiforecasts-EpiNow2,inc death,PT,0.13069077618330643
epiforecasts-EpiNow2,inc case,RO,0.1832225905446661
epiforecasts-EpiNow2,inc death,RO,0.0987468865296345
epiforecasts-EpiNow2,inc case,SE,0.11993888327148142
epiforecasts-EpiNow2,inc death,SE,0.0921984045105769
epiforecasts-EpiNow2,inc case,SI,0.021936305636018043
epiforecasts-EpiNow2,inc death,SI,0.03323411761965908
epiforecasts-EpiNow2,inc case,SK,0.11322477187939983
epiforecasts-EpiNow2,inc death,SK,0.13546126407619694
HZI-AgeExtendedSEIR,inc case,DE,0.09370082003369944
HZI-AgeExtendedSEIR,inc death,DE,0.08977777614100926
IEM_Health-CovidProject,inc case,AT,0.12159098038188977
IEM_Health-CovidProject,inc death,AT,0.08019593395338925
IEM_Health-CovidProject,inc case,BE,0.14134241862352803
IEM_Health-CovidProject,inc death,BE,0.09213130686127873
IEM_Health-CovidProject,inc case,BG,0.03208925456526994
IEM_Health-CovidProject,inc death,BG,0.055178106571799924
IEM_Health-CovidProject,inc case,CH,0.14270609073682372
IEM_Health-CovidProject,inc death,CH,0.08187746182587856
IEM_Health-CovidProject,inc case,CY,0.12085569096900098
IEM_Health-CovidProject,inc death,CY,0.10207362219567641
IEM_Health-CovidProject,inc case,CZ,0.10590561904826049
IEM_Health-CovidProject,inc death,CZ,0.0739836750871394
IEM_Health-CovidProject,inc case,DE,0.04986417908226111
IEM_Health-CovidProject,inc death,DE,0.05029045551467324
IEM_Health-CovidProject,inc case,DK,0.13856537987573128
IEM_Health-CovidProject,inc death,DK,0.13071580966638643
IEM_Health-CovidProject,inc case,EE,0.10215034876633304
IEM_Health-CovidProject,inc death,EE,0.09566326451683511
IEM_Health-CovidProject,inc case,ES,0.12002883664556382
IEM_Health-CovidProject,inc death,ES,0.1044580565863295
IEM_Health-CovidProject,inc case,FI,0.1511685630433626
IEM_Health-CovidProject,inc death,FI,0.22255976566586175
IEM_Health-CovidProject,inc case,FR,0.1298591836815445
IEM_Health-CovidProject,inc death,FR,0.1264931910819512
IEM_Health-CovidProject,inc case,GB,0.11878560421723816
IEM_Health-CovidProject,inc death,GB,0.10234699225008846
IEM_Health-CovidProject,inc case,GR,0.1338930545046183
IEM_Health-CovidProject,inc death,GR,0.1701127300564193
IEM_Health-CovidProject,inc case,HR,0.0689364153695861
IEM_Health-CovidProject,inc death,HR,0.06356117445119164
IEM_Health-CovidProject,inc case,HU,0.0893815236711871
IEM_Health-CovidProject,inc death,HU,0.06797185501910871
IEM_Health-CovidProject,inc case,IE,0.14442275399191637
IEM_Health-CovidProject,inc death,IE,0.18659655295517788
IEM_Health-CovidProject,inc case,IS,0.3585135816906692
IEM_Health-CovidProject,inc death,IS,NA
IEM_Health-CovidProject,inc case,IT,0.0929939430690944
IEM_Health-CovidProject,inc death,IT,0.07741606564510972
IEM_Health-CovidProject,inc case,LI,0.21181316131841235
IEM_Health-CovidProject,inc case,LT,0.10089417148686004
IEM_Health-CovidProject,inc death,LT,0.1289888442744851
IEM_Health-CovidProject,inc case,LU,0.0966992406495165
IEM_Health-CovidProject,inc death,LU,0.16677031068032572
IEM_Health-CovidProject,inc case,LV,0.09906576325881652
IEM_Health-CovidProject,inc death,LV,0.09402428139271879
IEM_Health-CovidProject,inc case,MT,0.11678323620232356
IEM_Health-CovidProject,inc death,MT,0.028720036951269318
IEM_Health-CovidProject,inc case,NL,0.13316912670826406
IEM_Health-CovidProject,inc death,NL,0.13366205542916504
IEM_Health-CovidProject,inc case,NO,0.1431266917409723
IEM_Health-CovidProject,inc death,NO,0.14107763163304923
IEM_Health-CovidProject,inc case,Overall,0.1305800062156082
IEM_Health-CovidProject,inc death,Overall,0.08887632104187083
IEM_Health-CovidProject,inc case,PL,0.04722750714739713
IEM_Health-CovidProject,inc death,PL,0.030285896263994014
IEM_Health-CovidProject,inc case,PT,0.14888679104079325
IEM_Health-CovidProject,inc death,PT,0.08901101513025195
IEM_Health-CovidProject,inc case,RO,0.08805357506758225
IEM_Health-CovidProject,inc death,RO,0.11009432825797881
IEM_Health-CovidProject,inc case,SE,0.12242037740813277
IEM_Health-CovidProject,inc death,SE,0.06155144882130692
IEM_Health-CovidProject,inc case,SI,0.12965439905239057
IEM_Health-CovidProject,inc death,SI,0.31018509778348474
IEM_Health-CovidProject,inc case,SK,0.09929873041829716
IEM_Health-CovidProject,inc death,SK,0.07171478686386895
ILM-EKF,inc case,AT,0.12387795806932343
ILM-EKF,inc death,AT,0.12706368756251285
ILM-EKF,inc case,BE,0.1368933836547487
ILM-EKF,inc death,BE,0.08303191852930059
ILM-EKF,inc case,BG,0.050544018993365095
ILM-EKF,inc death,BG,0.1099833880991958
ILM-EKF,inc case,CH,0.13718910269287435
ILM-EKF,inc death,CH,0.07557919553158023
ILM-EKF,inc case,CY,0.03533046128832199
ILM-EKF,inc death,CY,0.06738453965261453
ILM-EKF,inc case,CZ,0.13409017895626532
ILM-EKF,inc death,CZ,0.10267122256990775
ILM-EKF,inc case,DE,0.0852677462306665
ILM-EKF,inc death,DE,0.0781935469615242
ILM-EKF,inc case,DK,0.10136780334420546
ILM-EKF,inc death,DK,0.061459363141388716
ILM-EKF,inc case,EE,0.07985141608345368
ILM-EKF,inc death,EE,0.08565199264879424
ILM-EKF,inc case,ES,0.06017029992881511
ILM-EKF,inc death,ES,0.13780616854816238
ILM-EKF,inc case,FI,0.1309841242279136
ILM-EKF,inc death,FI,0.0923058935941362
ILM-EKF,inc case,FR,0.11402924186912483
ILM-EKF,inc death,FR,0.11505497699475348
ILM-EKF,inc case,GB,0.08853460144544574
ILM-EKF,inc death,GB,0.05807785671334384
ILM-EKF,inc case,GR,0.08340265685622872
ILM-EKF,inc death,GR,0.09163405725705787
ILM-EKF,inc case,HR,0.10012193660820837
ILM-EKF,inc death,HR,0.09350321530836454
ILM-EKF,inc case,HU,0.1863164155399393
ILM-EKF,inc death,HU,0.12083885336730438
ILM-EKF,inc case,IE,0.1288445692916647
ILM-EKF,inc death,IE,0.050034962788384395
ILM-EKF,inc case,IS,0.10665951086766551
ILM-EKF,inc death,IS,NA
ILM-EKF,inc case,IT,0.09910861329829512
ILM-EKF,inc death,IT,0.11462378711795315
ILM-EKF,inc case,LI,0.07879040300250122
ILM-EKF,inc case,LT,0.0849132979889413
ILM-EKF,inc death,LT,0.11372077699301542
ILM-EKF,inc case,LU,0.10752599612101145
ILM-EKF,inc death,LU,0.08603230312873947
ILM-EKF,inc case,LV,0.08495550617744206
ILM-EKF,inc death,LV,0.12037957238916269
ILM-EKF,inc case,MT,0.11268043743988308
ILM-EKF,inc death,MT,0.022052885516153226
ILM-EKF,inc case,NL,0.034425072525114654
ILM-EKF,inc death,NL,0.03319953177326444
ILM-EKF,inc case,NO,0.13875897579582527
ILM-EKF,inc death,NO,0.09207864069289926
ILM-EKF,inc case,Overall,0.07447653620839964
ILM-EKF,inc death,Overall,0.10280164323276303
ILM-EKF,inc case,PL,0.11592206299815659
ILM-EKF,inc death,PL,0.11933547184618537
ILM-EKF,inc case,PT,0.09557831974589802
ILM-EKF,inc death,PT,0.07451148325383082
ILM-EKF,inc case,RO,0.11408199033913172
