model,target_variable,location,weight
epiforecasts-EpiExpert,inc case,AT,0.07165777609867119
epiforecasts-EpiExpert,inc death,AT,0.09491768193933765
epiforecasts-EpiExpert,inc case,BE,0.09854720696552903
epiforecasts-EpiExpert,inc death,BE,0.10506997715348633
epiforecasts-EpiExpert,inc case,BG,0.43875580460776353
epiforecasts-EpiExpert,inc death,BG,0.14872964065244784
epiforecasts-EpiExpert,inc case,CH,0.11451172482894169
epiforecasts-EpiExpert,inc death,CH,0.06261096025277328
epiforecasts-EpiExpert,inc case,CZ,0.08820978142229922
epiforecasts-EpiExpert,inc death,CZ,0.08917149832839052
epiforecasts-EpiExpert,inc case,DE,0.08255154178545336
epiforecasts-EpiExpert,inc death,DE,0.09372947629275113
epiforecasts-EpiExpert,inc case,ES,0.22935736813149882
epiforecasts-EpiExpert,inc death,ES,0.12608441322119132
epiforecasts-EpiExpert,inc case,FR,0.0810742351430316
epiforecasts-EpiExpert,inc death,FR,0.0624850657583285
epiforecasts-EpiExpert,inc case,GB,0.12450654579715696
epiforecasts-EpiExpert,inc death,GB,0.18550618732973434
epiforecasts-EpiExpert,inc case,GR,0.06430354937032175
epiforecasts-EpiExpert,inc case,HR,0.09919253124672604
epiforecasts-EpiExpert,inc death,HR,0.1419322956161331
epiforecasts-EpiExpert,inc case,HU,0.061701008852217944
epiforecasts-EpiExpert,inc death,HU,0.14113925568764968
epiforecasts-EpiExpert,inc case,IT,0.11324956543405737
epiforecasts-EpiExpert,inc death,IT,0.07828799821955361
epiforecasts-EpiExpert,inc case,LV,0.06573946457939855
epiforecasts-EpiExpert,inc case,NL,0.0908512161319486
epiforecasts-EpiExpert,inc death,NL,0.14021852099984503
epiforecasts-EpiExpert,inc case,Overall,0.11621776031458259
epiforecasts-EpiExpert,inc death,Overall,0.13303279224824466
epiforecasts-EpiExpert,inc case,PL,0.04478674752821834
epiforecasts-EpiExpert,inc death,PL,0.06722056740446831
epiforecasts-EpiExpert,inc case,PT,0.12995040564231772
epiforecasts-EpiExpert,inc death,PT,0.13100955742596385
epiforecasts-EpiExpert,inc case,SE,0.10947879680651978
