model,target_variable,location,weight
CovidMetrics-epiBATS,inc case,DE,1
ECDC-hosp_model,inc hosp,BE,1
ECDC-hosp_model,inc hosp,EE,0.16666666666666666
ECDC-hosp_model,inc hosp,FR,0.16666666666666666
ECDC-hosp_model,inc hosp,NL,0.3333333333333333
epiforecasts-arimareg,inc hosp,DK,0.5
epiforecasts-arimareg,inc hosp,EE,0.16666666666666666
epiforecasts-arimareg,inc hosp,FR,0.16666666666666666
epiforecasts-arimareg,inc hosp,HR,0.5
epiforecasts-arimareg,inc hosp,NL,0.3333333333333333
epiforecasts-caseconv,inc hosp,DK,0.5
epiforecasts-caseconv,inc hosp,EE,0.16666666666666666
epiforecasts-caseconv,inc hosp,FR,0.16666666666666666
epiforecasts-caseconv,inc hosp,IE,0.5
epiforecasts-caseconv,inc hosp,NL,0.3333333333333333
epiforecasts-tsensemble,inc hosp,EE,0.16666666666666666
epiforecasts-tsensemble,inc hosp,FR,0.16666666666666666
HZI-AgeExtendedSEIR,inc death,DE,0.3333333333333333
IEM_Health-CovidProject,inc case,CZ,0.25
IEM_Health-CovidProject,inc case,EE,0.3333333333333333
IEM_Health-CovidProject,inc case,LT,0.5
IEM_Health-CovidProject,inc case,LV,0.2
IEM_Health-CovidProject,inc case,RO,0.25
IEM_Health-CovidProject,inc case,SK,0.3333333333333333
IEM_Health-CovidProject,inc death,BE,0.16666666666666666
IEM_Health-CovidProject,inc death,CZ,0.125
IEM_Health-CovidProject,inc death,GB,0.3333333333333333
IEM_Health-CovidProject,inc death,HU,0.2
IEM_Health-CovidProject,inc death,PT,0.2
IEM_Health-CovidProject,inc death,RO,0.2
ILM-EKF,inc case,CZ,0.25
ILM-EKF,inc case,HU,0.5
ILM-EKF,inc case,LV,0.2
ILM-EKF,inc case,PL,0.16666666666666666
ILM-EKF,inc case,SK,0.3333333333333333
ILM-EKF,inc death,BE,0.16666666666666666
ILM-EKF,inc death,CZ,0.125
ILM-EKF,inc death,HU,0.2
ILM-EKF,inc death,IT,0.2
ILM-EKF,inc death,LV,0.25
ILM-EKF,inc death,PL,0.125
ILM-EKF,inc death,RO,0.2
Karlen-pypm,inc case,CZ,0.25
Karlen-pypm,inc case,LV,0.2
Karlen-pypm,inc case,PL,0.16666666666666666
Karlen-pypm,inc case,RO,0.25
Karlen-pypm,inc death,AT,0.5
Karlen-pypm,inc death,BE,0.16666666666666666
Karlen-pypm,inc death,CZ,0.125
Karlen-pypm,inc death,ES,0.5
Karlen-pypm,inc death,GB,0.3333333333333333
Karlen-pypm,inc death,HR,1
Karlen-pypm,inc death,HU,0.2
Karlen-pypm,inc death,IE,0.5
Karlen-pypm,inc death,IT,0.2
Karlen-pypm,inc death,LV,0.25
Karlen-pypm,inc death,PL,0.125
Karlen-pypm,inc death,PT,0.2
Karlen-pypm,inc death,RO,0.2
Karlen-pypm,inc death,SI,0.5
Karlen-pypm,inc hosp,EE,0.16666666666666666
Karlen-pypm,inc hosp,FR,0.16666666666666666
Karlen-pypm,inc hosp,GB,1
MIT_CovidAnalytics-DELPHI,inc death,DE,0.3333333333333333
MIT_CovidAnalytics-DELPHI,inc death,PL,0.125
MOCOS-agent1,inc case,PL,0.16666666666666666
MOCOS-agent1,inc death,PL,0.125
MUNI_DMS-SEIAR,inc death,CZ,0.125
MUNI-ARIMA,inc case,AT,1
MUNI-ARIMA,inc case,BG,1
MUNI-ARIMA,inc case,CZ,0.25
MUNI-ARIMA,inc case,EE,0.3333333333333333
MUNI-ARIMA,inc case,HR,1
MUNI-ARIMA,inc case,HU,0.5
MUNI-ARIMA,inc case,LT,0.5
MUNI-ARIMA,inc case,LV,0.2
